Video	title	url	format_label_1	format_hierarchy_1	format_label_2	format_hierarchy_2	gt_format_label_1	gt_format_hierarchy_1	gt_format_label_2	gt_format_hierarchy_2	annotated_at	annotator_id
Khan_Academy_BSKtQcLQLWU	Lagrange multiplier example, part 1	https://www.youtube.com/watch?v=BSKtQcLQLWU	Writing Cursor	Writing Cursor			Writing Cursor	Writing Cursor	Infographics	Graphics	2025-07-29T04:17:52.447872	default
NYT_Podcasts_TPImV58IN9I	The Campaign for the Midwest, and Antiracism Demonstrations in the U.K.	https://www.youtube.com/watch?v=TPImV58IN9I	Static Screen	Others			Static Screen	Others	Unedited Footage	Others	2025-07-29T04:18:45.424046	default
RottenTomatoes_gK9-i9Y6LQM	The Creed Legacy: Ultimate Franchise Mashup | Movieclips	https://www.youtube.com/watch?v=gK9-i9Y6LQM	Talking Head - Center	Talking Head			Documentary Style	Documentaries	Interviews	Interviews	2025-07-29T04:19:57.819307	default
Jimmy_Fallon_MTH8iuOYviw	Virtual Reality Pictionary with Kate McKinnon and Patton Oswalt	https://www.youtube.com/watch?v=MTH8iuOYviw	Interviews	Interviews	Panel - In Person	Panel	Animated Graphics	Graphics	Stage Talks	Stage Talks	2025-07-29T04:20:50.644511	default
CNN_US_News_p4SUFm9b4xc	'Ignorant and rude': Trump offends this voter, but he's voting for him anyway. Hear why	https://www.youtube.com/watch?v=p4SUFm9b4xc	Interviews	Interviews	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Documentary Style	Documentaries	2025-07-29T04:21:25.967069	default
Fireship_QQu1_bf1Bdo	YouTube's high-stakes war on Ad Blockers	https://www.youtube.com/watch?v=QQu1_bf1Bdo	Animated Graphics	Graphics	Infographics	Graphics	Screencasts	Screencasts	Animated Graphics	Graphics	2025-07-29T04:22:58.611930	default
RottenTomatoes_scDWdIV7Fes	Madonna: Truth or Dare (7/8) Movie CLIP - Vogue (1991) HD	https://www.youtube.com/watch?v=scDWdIV7Fes	Dance	Others	Talking Head - Center	Talking Head	Dance	Others	Documentary Style	Documentaries	2025-07-29T04:24:17.849451	default
TED_1Bj-zXkVi68	Yo! Have You Ever Seen a Yo-Yo Dance Like This? | Shu Takada | TED	https://www.youtube.com/watch?v=1Bj-zXkVi68	Stage Talks	Stage Talks	Talking Head - Center	Talking Head	Stage Talks	Stage Talks	Dance	Others	2025-07-29T04:27:28.511021	default
AsapSCIENCE_e8kHyee1z7w	Are You More Forgetful Than A Fish?	https://www.youtube.com/watch?v=e8kHyee1z7w	Writing Hand	Writing Hand	Comic Panel Style	Animations	Writing Hand	Writing Hand	Whieboard	Writing Board	2025-07-29T04:29:30.072015	default
WIRED_Y18NYGlIukM	Climb Aboard a Boeing 747 That NASA Turned Into the World's Biggest Flying Telescope | WIRED	https://www.youtube.com/watch?v=Y18NYGlIukM	Talking Head - Center	Talking Head	Animated Graphics	Graphics	Documentary Style	Documentaries	Stage Talks	Stage Talks	2025-07-29T04:30:33.802070	default
Knatim_AWZw8NsbEbY	15 Leadership Clip - Chris Spence.wmv	https://www.youtube.com/watch?v=AWZw8NsbEbY	Talking Head - Center	Talking Head	Unedited Footage	Others	Talking Head - Center	Talking Head	Classroom	Lectures	2025-07-29T04:31:38.116400	default
RottenTomatoes_ZMb-qj1X1do	Sliver (9/9) Movie CLIP - Get A Life (1993) HD	https://www.youtube.com/watch?v=ZMb-qj1X1do	Talking Head - Center	Talking Head			Surveillance Cam	Others	Experiments	Demonstrations	2025-07-29T04:32:49.754969	default
Jeff_Su_gkYNdy-Hig4	6 Underrated Macbook Apps for Productivity!	https://www.youtube.com/watch?v=gkYNdy-Hig4	Podcast	Interviews	Experiments	Demonstrations	Screencasts	Screencasts	Animated Graphics	Graphics	2025-07-29T04:33:30.113646	default
BBC_World_Service_VT81HjA6Yac	Ming-Na Wen on navigating Hollywood as an Asian American - 100 Women, BBC World Service	https://www.youtube.com/watch?v=VT81HjA6Yac	Interviews	Interviews	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Documentary Style	Documentaries	2025-07-29T04:34:11.096655	default
MrBeast_Gaming_FKuLIrwIjt8	Extreme Squid Game Challenge!	https://www.youtube.com/watch?v=FKuLIrwIjt8	Games	Gaming	Talking Head - Corner	Talking Head	Games	Gaming	Talking Head - Corner	Talking Head	2025-07-29T04:34:36.565632	default
Geography_Geek_Pj4gA1aOBCM	Why is Korea an Island on Old Maps?	https://www.youtube.com/watch?v=Pj4gA1aOBCM	Animated Graphics	Graphics			Infographics	Graphics	Animated Graphics	Graphics	2025-07-29T04:36:32.288365	default
eHowEducation_mq-YKt0Xw20	How to Convert Binary to Decimal by Multiplication : Advanced Multiplication	https://www.youtube.com/watch?v=mq-YKt0Xw20	Writing Hand	Writing Hand	Experiments	Demonstrations	Whieboard	Writing Board	Talking Head - Center	Talking Head	2025-07-29T04:37:07.362079	default
RottenTomatoes_i-VeLFEMeko	Spy Kids (3/10) Movie CLIP - Becoming Spies (2001) HD	https://www.youtube.com/watch?v=i-VeLFEMeko	Talking Head - Center	Talking Head			Talkshows	Interviews	Skit	Skit	2025-07-29T04:37:22.440355	default
Khan_Academy_4ZWbeESjv4M	Examples finding the domain of functions	https://www.youtube.com/watch?v=4ZWbeESjv4M	Writing Cursor	Writing Cursor			Writing Cursor	Writing Cursor	Talking Head - Corner	Talking Head	2025-07-29T04:37:42.178037	default
LEARN_xD36blv9zbQ	LEARN - How to Interpret a Picture - Part 2 - Like a Historian	https://www.youtube.com/watch?v=xD36blv9zbQ	Slidedecks	Slidedecks	Animated Graphics	Graphics	Infographics	Graphics	Animated Graphics	Graphics	2025-07-29T04:38:16.148774	default
RottenTomatoes_Bypor4e04rg	Lord of the Rings: The Fellowship of the Ring (2001) - The Fellowship Assembles Scene | Movieclips	https://www.youtube.com/watch?v=Bypor4e04rg	Talking Head - Center	Talking Head	Panel - In Person	Panel	Interviews	Interviews	Talking Head - Corner	Talking Head	2025-07-29T04:38:36.855923	default
Professor_Dave_Explains_OBsBtuh-wAk	Smallpox (Variola Virus)	https://www.youtube.com/watch?v=OBsBtuh-wAk	Animated Graphics	Graphics			Infographics	Graphics	Animated Graphics	Graphics	2025-07-29T04:41:30.384151	default
RottenTomatoes_5EPWNVcXbHU	Marcel the Shell with Shoes On Trailer #1 (2022) | Movieclips Trailers	https://www.youtube.com/watch?v=5EPWNVcXbHU	Animated Graphics	Graphics			Cutout	Animations	Cartoon	Animations	2025-07-29T04:42:20.698919	default
IBM_Technology_yKqUdyzsBXw	AI in Customer Experience, Customer Service & Customer Support	https://www.youtube.com/watch?v=yKqUdyzsBXw	Glassboard	Writing Board	Talking Head - Center	Talking Head	Glassboard	Writing Board	Talking Head - Center	Talking Head	2025-07-29T04:42:53.224202	default
RottenTomatoes_omFpUjAzM9M	Driving Miss Daisy (8/9) Movie CLIP - You're My Best Friend (1989) HD	https://www.youtube.com/watch?v=omFpUjAzM9M	Talking Head - Center	Talking Head			Interviews	Interviews	Talking Head - Center	Talking Head	2025-07-29T04:43:06.666032	default
Comedy_Central_Stand_Up_67pDA2EMsZQ	Tacarra Williams’s 12-Year-Old Daughter Had an Outrageous Request	https://www.youtube.com/watch?v=67pDA2EMsZQ	Stage Talks	Stage Talks	Talking Head - Center	Talking Head	Stage Talks	Stage Talks	Talking Head - Center	Talking Head	2025-07-29T04:44:12.658932	default
60_Minutes_tn3OdH4LqIY	The game that changed Charles Barkley's life | 60 Minutes	https://www.youtube.com/watch?v=tn3OdH4LqIY	Interviews	Interviews	Panel - In Person	Panel	Documentary Style	Documentaries	Talking Head - Center	Talking Head	2025-07-29T04:45:13.080459	default
Gordon_Ramsay__GkVrmNBEL4	Three of the Best Gordon Ramsay Hotel Hell Makeovers	https://www.youtube.com/watch?v=_GkVrmNBEL4	Talking Head - Center	Talking Head	Panel - In Person	Panel	Documentary Style	Documentaries	Talking Head - Center	Talking Head	2025-07-29T04:46:23.274760	default
FGTeeV_eE_fOdmBrWw	There's a GOOZY game AMONG US!  (FGTeeV NEW Mobile Game + A.U. Deleted Scenes)	https://www.youtube.com/watch?v=eE_fOdmBrWw	Games	Gaming	Panel - In Person	Panel	Games	Gaming	Animated Graphics	Graphics	2025-07-29T04:46:56.197452	default
Khan_Academy_-MaD9Ycy3a4	Capacitors in series | Circuits | Physics | Khan Academy	https://www.youtube.com/watch?v=-MaD9Ycy3a4	Cutout	Animations			Writing Cursor	Writing Cursor	Writing Hand	Writing Hand	2025-07-29T19:56:59.621283	default
AlphaPhoenix_zaMg15CZXug	Doggie Doorbell	https://www.youtube.com/watch?v=zaMg15CZXug	Talking Head - Center	Talking Head			Experiments	Demonstrations	Talking Head - Center	Talking Head	2025-07-29T19:57:15.938066	default
Benjamin_Keep_8l3Mux2Khe0	The thing that kills creativity | Psychology, insight, and problem solving.	https://www.youtube.com/watch?v=8l3Mux2Khe0	Talking Head - Center	Talking Head	Writing Hand	Writing Hand	Talking Head - Center	Talking Head	Slidedecks	Slidedecks	2025-07-29T19:57:57.114062	default
All4Ed_oO_HnR1BDZs	Federal Flash: 9/29/16: Career/Tech Rewrite Delayed; Gov't Shutdown Averted; ESSA Implementation	https://www.youtube.com/watch?v=oO_HnR1BDZs	Interviews	Interviews	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Interviews	Interviews	2025-07-29T19:59:07.068538	default
Khan_Academy_a8g6ma0MBaA	Glass Chair at the 1939 New York World's Fair	https://www.youtube.com/watch?v=a8g6ma0MBaA	Animated Graphics	Graphics			Documentary Style	Documentaries	Slidedecks	Slidedecks	2025-07-29T19:59:34.924118	default
Peekaboo_Kidz_Y_RMjmMtjOY	The Mummification Process | How Mummies Were Made? | How Egyptians Mummified Bodies? | Dr. Binocs	https://www.youtube.com/watch?v=Y_RMjmMtjOY	Cartoon	Animations			Infographics	Graphics	Cartoon	Animations	2025-07-29T19:59:49.572596	default
RottenTomatoes_7-r9v5xbHG8	Football: Glory on the Gridiron - Ultimate American Football Movie Mashup	https://www.youtube.com/watch?v=7-r9v5xbHG8	Talking Head - Center	Talking Head			Documentary Style	Documentaries	Point of View	Vlog	2025-07-29T20:00:36.997221	default
Facts_Yjh08PzW_Zc	Women Try On Historic Undergarments	https://www.youtube.com/watch?v=Yjh08PzW_Zc	Interviews	Interviews	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Documentary Style	Documentaries	2025-07-29T20:01:13.521905	default
Khan_Academy_9KR1bad76qg	Social institutions | Society and Culture | MCAT | Khan Academy	https://www.youtube.com/watch?v=9KR1bad76qg	Writing Cursor	Writing Cursor	Comic Panel Style	Animations	Writing Cursor	Writing Cursor	Infographics	Graphics	2025-07-29T20:02:16.132638	default
BuzzFeed_Celeb_3EAesv-PzpI	Jeff Goldblum Reads Hilarious Thirst Tweets	https://www.youtube.com/watch?v=3EAesv-PzpI	Interviews	Interviews	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Slidedecks	Slidedecks	2025-07-29T20:03:31.677930	default
Hacksmith_Industries_wNMKpvDccZo	Make it Real: Game of Thrones Battle Shields!	https://www.youtube.com/watch?v=wNMKpvDccZo	Unedited Footage	Others	Talking Head - Center	Talking Head	Experiments	Demonstrations	Talking Head - Center	Talking Head	2025-07-29T20:05:57.534500	default
Steve_Kaufmann_dkMWQ2MMmMQ	Morning Routine for Language Learning	https://www.youtube.com/watch?v=dkMWQ2MMmMQ	Interviews	Interviews	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Point of View	Vlog	2025-07-29T20:06:14.325818	default
Cooking_With_Claudia_LhRKV45nErk	SUPER MOIST Lemon Cupcakes Recipe - How to make the best Lemon Cupcakes	https://www.youtube.com/watch?v=LhRKV45nErk	Cooking	Demonstrations			Cooking	Demonstrations	Talking Head - Center	Talking Head	2025-07-29T20:06:31.454586	default
National_Geographic__ermvCDJzts	Upturning Tornadoes | Explorers in the Field	https://www.youtube.com/watch?v=_ermvCDJzts	Interviews	Interviews	Talking Head - Center	Talking Head	Documentary Style	Documentaries	Infographics	Graphics	2025-07-29T20:07:01.538559	default
RottenTomatoes_XzKYNZY9Hpk	Scream 2 (2/12) Movie CLIP - Sequels Suck! (1997) HD	https://www.youtube.com/watch?v=XzKYNZY9Hpk	Panel - In Person	Panel	Talking Head - Center	Talking Head	Classroom	Lectures	Talking Head - Center	Talking Head	2025-07-29T20:07:19.832401	default
Seth_Meyers_QAQxDbZToKI	Penn Badgley Got Nauseous from You's Gory Set	https://www.youtube.com/watch?v=QAQxDbZToKI	Interviews	Interviews	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Stage Talks	Stage Talks	2025-07-29T20:07:42.112851	default
ElectroBOOM_SVepW3f_V-M	Making a High Voltage Fuse	https://www.youtube.com/watch?v=SVepW3f_V-M	Podcast	Interviews	Experiments	Demonstrations	Experiments	Demonstrations	Talking Head - Center	Talking Head	2025-07-29T20:08:35.577325	default
RottenTomatoes_oLJ7246t3-c	Frank & Jesse (1995) - Zee James Scene (7/11) | Movieclips	https://www.youtube.com/watch?v=oLJ7246t3-c	Talking Head - Center	Talking Head	Panel - In Person	Panel	Talkshows	Interviews	Unedited Footage	Others	2025-07-29T20:09:03.986690	default
Comedy_Dynamics_2NQcC-7i7qs	Helping Mom Quit Smoking - Nick Alexander	https://www.youtube.com/watch?v=2NQcC-7i7qs	Stage Talks	Stage Talks			Stage Talks	Stage Talks	Talking Head - Center	Talking Head	2025-07-29T20:09:35.766386	default
Khan_Academy_5Ixp_0r5YWk	Nernst equation | Physical Processes | MCAT | Khan Academy	https://www.youtube.com/watch?v=5Ixp_0r5YWk	Writing Cursor	Writing Cursor			Writing Cursor	Writing Cursor	Talking Head - Corner	Talking Head	2025-07-29T20:10:08.087695	default
RottenTomatoes_wgHRj2-vvs8	Saving Private Ryan (5/7) Movie CLIP - Private Jackson (1998) HD	https://www.youtube.com/watch?v=wgHRj2-vvs8	Talking Head - Center	Talking Head			Documentary Style	Documentaries	Point of View	Vlog	2025-07-29T20:11:19.291297	default
Seth_Meyers_nCypQobtmpw	Anthony Bourdain Was Labeled a Mossad Agent by Romanian Newspapers	https://www.youtube.com/watch?v=nCypQobtmpw	Talking Head - Center	Talking Head	Interviews	Interviews	Talking Head - Center	Talking Head	Interviews	Interviews	2025-07-29T20:11:33.163307	default
Simplilearn_Nj3Ez95M-ys	Top 10 Richest People In The World 2023 | World's Richest Billionaires | Simplilearn	https://www.youtube.com/watch?v=Nj3Ez95M-ys	Animated Graphics	Graphics			Infographics	Graphics	Talking Head - Center	Talking Head	2025-07-29T20:12:27.748263	default
Aunty_Donna_7QrLEOHhrpU	Dishonored 2: Broden Review - Insert Coin Ep02	https://www.youtube.com/watch?v=7QrLEOHhrpU	Games	Gaming	Talking Head - Corner	Talking Head	Talking Head - Corner	Talking Head	Games	Gaming	2025-07-29T20:13:01.158621	default
The_Law_Simplified_by-F2gy7UJE	'Thinking' Your Way to a First Class	https://www.youtube.com/watch?v=by-F2gy7UJE	Talking Head - Center	Talking Head	Slidedecks	Slidedecks	Talking Head - Center	Talking Head	Slidedecks	Slidedecks	2025-07-29T20:14:12.042658	default
Chris_Williamson_FbHLdC5WLek	Is It Possible To Put Women In The Friend Zone? - Ryan Long	https://www.youtube.com/watch?v=FbHLdC5WLek	Podcast	Interviews	Talking Head - Center	Talking Head	Podcast	Interviews	Talking Head - Center	Talking Head	2025-07-29T20:15:11.605765	default
AsapSCIENCE_bcmJ5u4Ord0	Amazing Earth Facts To Blow Your Mind	https://www.youtube.com/watch?v=bcmJ5u4Ord0	Comic Panel Style	Animations	Writing Hand	Writing Hand	Writing Hand	Writing Hand	Infographics	Graphics	2025-07-29T20:19:30.872560	default
Gordon_Ramsay_-bX5_SujNfk	Gordon is Completely Appalled by Hoarder Hotel | Hotel Hell	https://www.youtube.com/watch?v=-bX5_SujNfk	Talking Head - Center	Talking Head			Documentary Style	Documentaries	Talking Head - Center	Talking Head	2025-07-29T20:19:52.388108	default
RottenTomatoes_gcPY3RIvtCw	The Best Little Whorehouse in Texas (1982) - Hard Candy Christmas Scene (9/10) | Movieclips	https://www.youtube.com/watch?v=gcPY3RIvtCw	Talking Head - Center	Talking Head			Talkshows	Interviews	Talking Head - Center	Talking Head	2025-07-29T20:20:17.324581	default
Jimmy_Fallon_Sv64r3TdDuc	Joaquin Phoenix Is Trying to Quit Smoking with Hypnosis	https://www.youtube.com/watch?v=Sv64r3TdDuc	Talking Head - Center	Talking Head	Interviews	Interviews	Talking Head - Center	Talking Head	Interviews	Interviews	2025-07-29T20:20:32.673830	default
Deep_Dive_Ali_Abdaal_jA-BdFiTWMY	"Serial Entrepreneur: ""Here's How I Run Multiple-Businesses"""	https://www.youtube.com/watch?v=jA-BdFiTWMY	Podcast	Interviews	Talking Head - Center	Talking Head	Interviews	Interviews	Talking Head - Center	Talking Head	2025-07-29T20:21:09.985924	default
Sam_the_Cooking_Guy_2O2afWLh7IM	ONE PAN STEAK DINNER ON THE TABLE IN UNDER 30 MINUTES! | SAM THE COOKING GUY	https://www.youtube.com/watch?v=2O2afWLh7IM	Cooking	Demonstrations	Talking Head - Center	Talking Head	Cooking	Demonstrations	Animated Graphics	Graphics	2025-07-29T20:21:42.449945	default
Khan_Academy_JUouea9XoF8	Integrating sums of functions | Accumulation and Riemann sums | AP Calculus AB | Khan Academy	https://www.youtube.com/watch?v=JUouea9XoF8	Writing Cursor	Writing Cursor			Writing Cursor	Writing Cursor	Animated Graphics	Graphics	2025-07-29T20:22:15.524381	default
Vox_n54-eEvoMpg	Why 23 million Americans don't have fast internet	https://www.youtube.com/watch?v=n54-eEvoMpg	Animated Graphics	Graphics	Talking Head - Center	Talking Head	Documentary Style	Documentaries	Animated Graphics	Graphics	2025-07-29T20:22:52.826810	default
Khan_Academy_NiaCGBX9Zig	Perceive | Vocabulary | Khan Academy	https://www.youtube.com/watch?v=NiaCGBX9Zig	Writing Cursor	Writing Cursor			Writing Cursor	Writing Cursor	Infographics	Graphics	2025-07-29T20:23:09.962333	default
IBM_Technology_jcgaNrC4ElU	Five Steps to Create a New AI Model	https://www.youtube.com/watch?v=jcgaNrC4ElU	Glassboard	Writing Board	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Glassboard	Writing Board	2025-07-29T20:23:29.408883	default
Sam_ONella_Academy_7s6VfSOuZpQ	The Wild World of Inuit Folklore	https://www.youtube.com/watch?v=7s6VfSOuZpQ	Cartoon	Animations			Cartoon	Animations	Infographics	Graphics	2025-07-29T20:25:37.687724	default
Seth_Meyers_eeOtElDyrgs	John Mulaney Tries to Explain What a VSCO Girl Is to Seth	https://www.youtube.com/watch?v=eeOtElDyrgs	Panel - Virtual	Panel	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Talkshows	Interviews	2025-07-29T20:27:41.865297	default
Courtney_Ryan_yXTgRtZPgns	3 Types Of Watches For Every Guy | Courtney Ryan	https://www.youtube.com/watch?v=yXTgRtZPgns	Podcast	Interviews	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Animated Graphics	Graphics	2025-07-29T23:39:47.408332	default
TED_Ed_zLAYGZeVTPQ	The myth of Hades and Persephone - Iseult Gillespie	https://www.youtube.com/watch?v=zLAYGZeVTPQ	Cartoon	Animations			Cartoon	Animations	Infographics	Graphics	2025-07-29T23:40:27.732153	default
Deep_Dive_Ali_Abdaal_S3STQAOYKNM	If You Want To Be Happier, Watch This.	https://www.youtube.com/watch?v=S3STQAOYKNM	Podcast	Interviews	Talking Head - Center	Talking Head	Panel - Virtual	Panel	Podcast	Interviews	2025-07-29T23:41:18.637807	default
RottenTomatoes_AhZw2QXKT1A	Goosebumps 2: Haunted Halloween (2018) - The Monsters Come Alive Scene (6/10) | Movieclips	https://www.youtube.com/watch?v=AhZw2QXKT1A	Talking Head - Center	Talking Head			Animated Graphics	Graphics	Skit	Skit	2025-07-29T23:41:31.984830	default
Berklee_POrXMpK5vd8	Dream Theater | How to Play “Erotomania” Guitar Solo | John Petrucci | Metal Guitar | Shaun Michaud	https://www.youtube.com/watch?v=POrXMpK5vd8	Experiments	Demonstrations			Talking Head - Center	Talking Head	Experiments	Demonstrations	2025-07-29T23:42:13.670880	default
Allure_GTSON1x3rgk	Victoria Monét Breaks Down Her Iconic Music Video Fashion | Allure	https://www.youtube.com/watch?v=GTSON1x3rgk	Interviews	Interviews	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Talking Head - Corner	Talking Head	2025-07-29T23:42:47.707120	default
eHowEducation_AMBzryMwiQ0	How to Add Fractions With Variables & Whole Numbers	https://www.youtube.com/watch?v=AMBzryMwiQ0	Glassboard	Writing Board	Talking Head - Center	Talking Head	Glassboard	Writing Board	Talking Head - Center	Talking Head	2025-07-29T23:43:15.890646	default
Saturday_Night_Live_ZQYvmu-affA	Doctor's Visit - SNL	https://www.youtube.com/watch?v=ZQYvmu-affA	Skit	Skit	Talking Head - Center	Talking Head	Skit	Skit	Talking Head - Center	Talking Head	2025-07-29T23:44:11.663557	default
James_Corden_rMOWeg-Dm04	It's a Big Night for Middle Names	https://www.youtube.com/watch?v=rMOWeg-Dm04	Interviews	Interviews	Panel - In Person	Panel	Talking Head - Center	Talking Head	Skit	Skit	2025-07-29T23:44:41.550816	default
Netflix_gknt09SYXm0	Making Midnight Mass | Netflix	https://www.youtube.com/watch?v=gknt09SYXm0	Documentary Style	Documentaries	Talking Head - Center	Talking Head	Documentary Style	Documentaries	Talking Head - Center	Talking Head	2025-07-29T23:45:13.792520	default
RottenTomatoes_3b3QfYo5Sm8	Halloween (2018) UNCUT Comic-Con Interview | Rotten Tomatoes	https://www.youtube.com/watch?v=3b3QfYo5Sm8	Interviews	Interviews	Panel - In Person	Panel	Talking Head - Center	Talking Head	Interviews	Interviews	2025-07-29T23:45:44.744474	default
RottenTomatoes_lZ885HzflVc	"Teen Witch (1/12) Movie CLIP - Mr. Miller Teaches ""Romance"" (1989) HD"	https://www.youtube.com/watch?v=lZ885HzflVc	Talking Head - Center	Talking Head			Classroom	Lectures	Talking Head - Center	Talking Head	2025-07-29T23:46:00.356883	default
Vox_aqNHc6ZH7P4	How Trump turned Sean Hannity into a conspiracy theorist	https://www.youtube.com/watch?v=aqNHc6ZH7P4	Interviews	Interviews	Podcast	Interviews	Documentary Style	Documentaries	Talking Head - Center	Talking Head	2025-07-29T23:47:55.747852	default
Khan_Academy_GmD7Czmol0k	How to evaluate expressions in two variables with decimals and fractions | 6th grade | Khan Academy	https://www.youtube.com/watch?v=GmD7Czmol0k	Writing Cursor	Writing Cursor			Writing Cursor	Writing Cursor	Infographics	Graphics	2025-07-29T23:48:11.898546	default
Conan_OBrien_XPeT48C9Zco	Conan & Sona Talk About Their Siblings | Conan O'Brien Needs A Friend	https://www.youtube.com/watch?v=XPeT48C9Zco	Podcast	Interviews	Talking Head - Center	Talking Head	Podcast	Interviews	Talking Head - Center	Talking Head	2025-07-29T23:48:31.964012	default
Programming_with_Mosh_QygRnETpBIg	Access Modifiers in TypeScript	https://www.youtube.com/watch?v=QygRnETpBIg	Screencasts	Screencasts			Screencasts	Screencasts	Screencasts	Screencasts	2025-07-29T23:49:02.227985	default
Vox_v3MtBE37wHY	How slow motion works	https://www.youtube.com/watch?v=v3MtBE37wHY	Animated Graphics	Graphics	Experiments	Demonstrations	Documentary Style	Documentaries	Infographics	Graphics	2025-07-29T23:50:35.107604	default
RottenTomatoes_8TJk9N4RrNM	The Blair Witch Project (6/8) Movie CLIP - We're Still Alive 'Cause We're Smoking (1999) HD	https://www.youtube.com/watch?v=8TJk9N4RrNM	Documentary Style	Documentaries			Point of View	Vlog	Documentary Style	Documentaries	2025-07-29T23:50:48.689387	default
Sprouts_thFlKOqHJog	The Future of Work: An Economic Theory by David Autor	https://www.youtube.com/watch?v=thFlKOqHJog	Comic Panel Style	Animations			Comic Panel Style	Animations	Infographics	Graphics	2025-07-29T23:51:35.356509	default
NYT_Podcasts_fOygD14a914	Can Learning to Love Beans Help Save the Planet?	https://www.youtube.com/watch?v=fOygD14a914	Static Screen	Others			Static Screen	Others	Talking Head - Corner	Talking Head	2025-07-29T23:52:55.034293	default
BuzzFeed_Celeb_WbbTIO-trSk	"The Cast Of ""Lucifer"" Finds Out Which Characters They Really Are"	https://www.youtube.com/watch?v=WbbTIO-trSk	Panel - Virtual	Panel	Interviews	Interviews	Panel - Virtual	Panel	Talking Head - Center	Talking Head	2025-07-29T23:53:31.649169	default
Khan_Academy_Za7G_eWKiF4	Independent or dependent probability event? | Precalculus | Khan Academy	https://www.youtube.com/watch?v=Za7G_eWKiF4	Writing Cursor	Writing Cursor			Writing Cursor	Writing Cursor	Infographics	Graphics	2025-07-29T23:53:54.780434	default
SmarterEveryDay_NwR6xKkHOyM	Cuteness Overload | Project for Awesome 2014	https://www.youtube.com/watch?v=NwR6xKkHOyM	Talking Head - Center	Talking Head	Documentary Style	Documentaries	Vlog	Vlog	Skit	Skit	2025-07-29T23:54:51.346743	default
RottenTomatoes_lKE3zh_Hxqw	Beverly Hills Cop (4/10) Movie CLIP - Foul-Mouthed? (1984) HD	https://www.youtube.com/watch?v=lKE3zh_Hxqw	Interviews	Interviews	Talking Head - Center	Talking Head	Documentary Style	Documentaries	Interviews	Interviews	2025-07-29T23:55:03.476364	default
Khan_Academy_6zdkeZ_UDXY	Recognition | Vocabulary | Khan Academy	https://www.youtube.com/watch?v=6zdkeZ_UDXY	Writing Cursor	Writing Cursor			Writing Cursor	Writing Cursor	Infographics	Graphics	2025-07-29T23:55:19.258857	default
Extra_History_6WkjHyKHyX4	Hogs in History - Creator and Destroyer - Extra History	https://www.youtube.com/watch?v=6WkjHyKHyX4	Cartoon	Animations			Infographics	Graphics	Cartoon	Animations	2025-07-30T00:00:15.630425	default
Khan_Academy_jFd-6EPfnec	Greatest common factor explained | Factors and multiples | Pre-Algebra | Khan Academy	https://www.youtube.com/watch?v=jFd-6EPfnec	Writing Cursor	Writing Cursor			Writing Cursor	Writing Cursor	Infographics	Graphics	2025-07-30T00:00:29.354916	default
Seth_Meyers_TQdlbT-wL-0	Annaleigh Ashford Shares What Working with Stephen Sondheim Was Like	https://www.youtube.com/watch?v=TQdlbT-wL-0	Interviews	Interviews	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Talkshows	Interviews	2025-07-30T00:00:54.942792	default
RottenTomatoes_gQNFCRom7c0	The Fabulous Baker Boys (1989) - Makin' Whoopee Scene (6/11) | Movieclips	https://www.youtube.com/watch?v=gQNFCRom7c0	Stage Talks	Stage Talks			Stage Talks	Stage Talks	Dance	Others	2025-07-30T00:01:30.352504	default
The_Late_Show_Stephen_Colbert_MiBK4i6490Y	A Late Show Hits The Campaign Trail (Back When It Was Safe To)	https://www.youtube.com/watch?v=MiBK4i6490Y	Interviews	Interviews	Talking Head - Center	Talking Head	Interviews	Interviews	Documentary Style	Documentaries	2025-07-30T00:01:58.224838	default
RottenTomatoes_ZzOzVT2o2BU	New York Car Chase - Shaft (5/9) Movie CLIP (2000) HD	https://www.youtube.com/watch?v=ZzOzVT2o2BU	Talking Head - Center	Talking Head			Point of View	Vlog	Documentary Style	Documentaries	2025-07-30T00:02:27.667138	default
Practical_Engineering_UOHURuAf5iY	What is Concrete?	https://www.youtube.com/watch?v=UOHURuAf5iY	Talking Head - Center	Talking Head	Animated Graphics	Graphics	Experiments	Demonstrations	Infographics	Graphics	2025-07-30T00:03:33.422857	default
Facts_ndIHoyzRpjc	Irish People Try Pop Rocks	https://www.youtube.com/watch?v=ndIHoyzRpjc	Interviews	Interviews	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Talkshows	Interviews	2025-07-30T00:04:06.759270	default
