Video	title	url	format_label_1	format_hierarchy_1	format_label_2	format_hierarchy_2	gt_format_label_1	gt_format_hierarchy_1	gt_format_label_2	gt_format_hierarchy_2	annotated_at	annotator_id
National_Geographic_6LjvUPADFtM	Can We Use Bacteria to Treat Diseases? | Nat Geo Live	https://www.youtube.com/watch?v=6LjvUPADFtM	Stage Talks	Stage Talks	Slidedecks	Slidedecks	Stage Talks	Stage Talks	Slidedecks	Slidedecks	2025-07-28T16:33:03.488936	jeanne
National_Geographic_LwwVnUekpeE	Albatrosses' Life-Long Bond Begins With Elaborate Courtship – Ep. 3 | Wildlife: Resurrection Island	https://www.youtube.com/watch?v=LwwVnUekpeE	Documentary Style	Documentaries			Documentary Style	Documentaries	Infographics	Graphics	2025-07-28T16:33:45.263982	jeanne
Unbox_Therapy_QcKUNTb-kzw	The Black Friday Deals They Won't Show You...	https://www.youtube.com/watch?v=QcKUNTb-kzw	Talking Head - Center	Talking Head			Talking Head - Center	Talking Head	Vlog	Vlog	2025-07-28T16:34:18.578347	jeanne
Variety_vsKxNdsVLjs	‘Joker’ Becomes First R-Rated Movie to Hit $1 Billion	https://www.youtube.com/watch?v=vsKxNdsVLjs	Interviews	Interviews			Talking Head - Center	Talking Head	Infographics	Graphics	2025-07-28T16:34:55.991832	jeanne
David_Taylor_OqLZ7thb3Sg	Images in Blackboard: Embed, Position, Resize, Wrap Text	https://www.youtube.com/watch?v=OqLZ7thb3Sg	Screencasts	Screencasts			Screencasts	Screencasts	Talking Head - Corner	Talking Head	2025-07-28T16:35:31.746478	jeanne
RottenTomatoes_Bypor4e04rg	Lord of the Rings: The Fellowship of the Ring (2001) - The Fellowship Assembles Scene | Movieclips	https://www.youtube.com/watch?v=Bypor4e04rg	Talking Head - Center	Talking Head			Interviews	Interviews	Talking Head - Corner	Talking Head	2025-07-28T16:36:30.227026	jeanne
SmarterEveryDay_NwR6xKkHOyM	Cuteness Overload | Project for Awesome 2014	https://www.youtube.com/watch?v=NwR6xKkHOyM	Vlog	Vlog			Vlog	Vlog	Skit	Skit	2025-07-28T16:38:00.471279	jeanne
Sprouts_thFlKOqHJog	The Future of Work: An Economic Theory by David Autor	https://www.youtube.com/watch?v=thFlKOqHJog	Whieboard	Writing Board			Comic Panel Style	Animations	Infographics	Graphics	2025-07-28T16:38:46.936961	jeanne
Khan_Academy_a8g6ma0MBaA	Glass Chair at the 1939 New York World's Fair	https://www.youtube.com/watch?v=a8g6ma0MBaA	Slidedecks	Slidedecks			Documentary Style	Documentaries	Slidedecks	Slidedecks	2025-07-28T16:39:18.424562	jeanne
AskTheLawyers_cExNvOmWu2c	What to Do if You’re Hit By a Car as a Pedestrian	https://www.youtube.com/watch?v=cExNvOmWu2c	Interviews	Interviews	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Talking Head - Corner	Talking Head	2025-07-28T16:39:58.197474	jeanne
minutephysics_VVAKFJ8VVp4	Why are Stars Star-Shaped?	https://www.youtube.com/watch?v=VVAKFJ8VVp4	Whieboard	Writing Board			Animated Graphics	Graphics	Infographics	Graphics	2025-07-28T16:40:42.387553	jeanne
RottenTomatoes_5EPWNVcXbHU	Marcel the Shell with Shoes On Trailer #1 (2022) | Movieclips Trailers	https://www.youtube.com/watch?v=5EPWNVcXbHU	Unedited Footage	Others			Cutout	Animations	Cartoon	Animations	2025-07-28T16:41:00.275374	jeanne
Chinese_Cooking_Demystified_9cetNeh1gzM	Stir fried Celery with Shrimp and Lily Bulb - a Cantonese Banquet Recipe (西芹百合炒虾仁)	https://www.youtube.com/watch?v=9cetNeh1gzM	Cooking	Demonstrations			Cooking	Demonstrations	Talking Head - Center	Talking Head	2025-07-28T16:41:37.702309	jeanne
CNN_US_News_p4SUFm9b4xc	'Ignorant and rude': Trump offends this voter, but he's voting for him anyway. Hear why	https://www.youtube.com/watch?v=p4SUFm9b4xc	Interviews	Interviews	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Documentary Style	Documentaries	2025-07-28T16:42:31.554413	jeanne
eHowEducation_mq-YKt0Xw20	How to Convert Binary to Decimal by Multiplication : Advanced Multiplication	https://www.youtube.com/watch?v=mq-YKt0Xw20	Whieboard	Writing Board			Whieboard	Writing Board	Talking Head - Center	Talking Head	2025-07-28T16:42:51.406496	jeanne
Unbox_Therapy_aubTgsFC4Fo	The Wireless Mouse That NEVER Needs To Be Charged!!	https://www.youtube.com/watch?v=aubTgsFC4Fo	Talking Head - Center	Talking Head			Vlog	Vlog	Screencasts	Screencasts	2025-07-28T16:43:09.305601	jeanne
Seth_Meyers_8F0L8F9V8js	Dominic Cooper Talks Starring in Preacher	https://www.youtube.com/watch?v=8F0L8F9V8js	Talkshows	Interviews	Interviews	Interviews	Talking Head - Center	Talking Head	Interviews	Interviews	2025-07-28T16:43:31.592663	jeanne
Jeff_Su_V_L2aWCdO4A	5 Informational Interview Mistakes to Avoid!	https://www.youtube.com/watch?v=V_L2aWCdO4A	Talking Head - Center	Talking Head			Talking Head - Center	Talking Head	Animated Graphics	Graphics	2025-07-28T16:43:52.833614	jeanne
National_Geographic_K6TnWW1s4hE	Baby Bison Takes on Wolf and Wins | America's National Parks	https://www.youtube.com/watch?v=K6TnWW1s4hE	Documentary Style	Documentaries			Documentary Style	Documentaries	Infographics	Graphics	2025-07-28T16:44:24.662383	jeanne
RottenTomatoes__Fw6TuACCKY	Midnight Clear (6/11) Movie CLIP - Taking Care of Someone (2006) HD	https://www.youtube.com/watch?v=_Fw6TuACCKY	Unedited Footage	Others			Talkshows	Interviews	Experiments	Demonstrations	2025-07-28T16:44:42.291575	jeanne
Seth_Meyers_TQdlbT-wL-0	Annaleigh Ashford Shares What Working with Stephen Sondheim Was Like	https://www.youtube.com/watch?v=TQdlbT-wL-0	Interviews	Interviews	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Talkshows	Interviews	2025-07-28T16:45:28.743073	jeanne
WIRED_Zr7LA3cU5o0	Bridgerton Cast Answer The Web's Most Searched Questions | WIRED	https://www.youtube.com/watch?v=Zr7LA3cU5o0	Interviews	Interviews			Talking Head - Center	Talking Head	Talkshows	Interviews	2025-07-28T16:46:22.085073	jeanne
BuzzFeed_Celeb_3EAesv-PzpI	Jeff Goldblum Reads Hilarious Thirst Tweets	https://www.youtube.com/watch?v=3EAesv-PzpI	Interviews	Interviews	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Slidedecks	Slidedecks	2025-07-28T16:46:50.511761	jeanne
BuzzFeed_Celeb_WbbTIO-trSk	"The Cast Of ""Lucifer"" Finds Out Which Characters They Really Are"	https://www.youtube.com/watch?v=WbbTIO-trSk	Interviews	Interviews	Talking Head - Center	Talking Head	Panel - Virtual	Panel	Talking Head - Center	Talking Head	2025-07-28T16:47:16.519644	jeanne
RottenTomatoes_lKE3zh_Hxqw	Beverly Hills Cop (4/10) Movie CLIP - Foul-Mouthed? (1984) HD	https://www.youtube.com/watch?v=lKE3zh_Hxqw	Talking Head - Center	Talking Head			Documentary Style	Documentaries	Interviews	Interviews	2025-07-28T16:47:31.337461	jeanne
RottenTomatoes_omFpUjAzM9M	Driving Miss Daisy (8/9) Movie CLIP - You're My Best Friend (1989) HD	https://www.youtube.com/watch?v=omFpUjAzM9M	Talking Head - Center	Talking Head			Interviews	Interviews	Talking Head - Center	Talking Head	2025-07-28T16:47:47.163084	jeanne
Jimmy_Fallon_Sv64r3TdDuc	Joaquin Phoenix Is Trying to Quit Smoking with Hypnosis	https://www.youtube.com/watch?v=Sv64r3TdDuc	Talkshows	Interviews	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Interviews	Interviews	2025-07-28T16:48:15.467365	jeanne
RealLifeLore_3W5-ZJ-TJTY	What is the LOUDEST Sound Ever Heard?	https://www.youtube.com/watch?v=3W5-ZJ-TJTY	Animated Graphics	Graphics	Slidedecks	Slidedecks	Animated Graphics	Graphics	Infographics	Graphics	2025-07-28T16:49:17.219328	jeanne
Sprouts_rZfAsbhfL_Y	Bruner’s 3 Steps of Learning in a Spiral Curriculum	https://www.youtube.com/watch?v=rZfAsbhfL_Y	Cartoon	Animations	Whieboard	Writing Board	Comic Panel Style	Animations	Animated Graphics	Graphics	2025-07-28T16:50:08.105973	jeanne
National_Geographic_XOMC4Wpp67Q	Subterranean Treasure | Primal Survivor	https://www.youtube.com/watch?v=XOMC4Wpp67Q	Documentary Style	Documentaries			Documentary Style	Documentaries	Point of View	Vlog	2025-07-28T16:51:05.057638	jeanne
Simplilearn_Nj3Ez95M-ys	Top 10 Richest People In The World 2023 | World's Richest Billionaires | Simplilearn	https://www.youtube.com/watch?v=Nj3Ez95M-ys	Slidedecks	Slidedecks			Infographics	Graphics	Talking Head - Center	Talking Head	2025-07-28T16:51:36.957133	jeanne
AsapSCIENCE_-lzQxbcrscc	The Biggest Lie About AI	https://www.youtube.com/watch?v=-lzQxbcrscc	Whieboard	Writing Board	Talking Head - Center	Talking Head	Writing Hand	Writing Hand	Animated Graphics	Graphics	2025-07-28T16:52:22.796676	jeanne
RottenTomatoes_e5gfRaN5gaE	Dead Snow: Red vs. Dead (2014) - Zombie War Scene (8/10) | Movieclips	https://www.youtube.com/watch?v=e5gfRaN5gaE	Unedited Footage	Others			Unedited Footage	Others	Talking Head - Corner	Talking Head	2025-07-28T16:52:39.367197	jeanne
RottenTomatoes_nuVfizTRHZs	Never Say Never Again (7/10) Movie CLIP - A Superior Woman (1983) HD	https://www.youtube.com/watch?v=nuVfizTRHZs	Unedited Footage	Others			Talking Head - Center	Talking Head	Documentary Style	Documentaries	2025-07-28T16:52:56.444149	jeanne
RottenTomatoes_DDClFYXZmtM	The Quiet Ones (6/10) Movie CLIP - The Torments of Men (2013) HD	https://www.youtube.com/watch?v=DDClFYXZmtM	Unedited Footage	Others			Talking Head - Center	Talking Head	Documentary Style	Documentaries	2025-07-28T16:53:14.439319	jeanne
All4Ed_oO_HnR1BDZs	Federal Flash: 9/29/16: Career/Tech Rewrite Delayed; Gov't Shutdown Averted; ESSA Implementation	https://www.youtube.com/watch?v=oO_HnR1BDZs	Interviews	Interviews	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Interviews	Interviews	2025-07-28T16:54:10.917307	jeanne
Practical_Engineering_UOHURuAf5iY	What is Concrete?	https://www.youtube.com/watch?v=UOHURuAf5iY	Talking Head - Center	Talking Head	Experiments	Demonstrations	Experiments	Demonstrations	Infographics	Graphics	2025-07-28T16:55:00.310402	jeanne
Courtney_Ryan_yXTgRtZPgns	3 Types Of Watches For Every Guy | Courtney Ryan	https://www.youtube.com/watch?v=yXTgRtZPgns	Talking Head - Center	Talking Head			Talking Head - Center	Talking Head	Animated Graphics	Graphics	2025-07-28T16:58:34.983062	jeanne
ElectroBOOM_SVepW3f_V-M	Making a High Voltage Fuse	https://www.youtube.com/watch?v=SVepW3f_V-M	Experiments	Demonstrations	Talking Head - Center	Talking Head	Experiments	Demonstrations	Talking Head - Center	Talking Head	2025-07-28T16:59:05.248416	jeanne
The_B1M_V4awZOrzyjo	Why There Are No Megatall Skyscrapers in New York	https://www.youtube.com/watch?v=V4awZOrzyjo	Slidedecks	Slidedecks			Documentary Style	Documentaries	Infographics	Graphics	2025-07-28T17:00:14.478647	jeanne
Khan_Academy_3_DxJwDTbyQ	Recognizing direct and inverse variation | Rational expressions | Algebra II | Khan Academy	https://www.youtube.com/watch?v=3_DxJwDTbyQ	Writing Cursor	Writing Cursor			Writing Cursor	Writing Cursor	Whieboard	Writing Board	2025-07-28T17:00:32.854714	jeanne
RottenTomatoes_NYo4WkYNLn4	John Wick (7/10) Movie CLIP - Where Is He? (2014) HD	https://www.youtube.com/watch?v=NYo4WkYNLn4	Talking Head - Center	Talking Head			Unedited Footage	Others	Talking Head - Corner	Talking Head	2025-07-28T17:00:52.530059	jeanne
Psych_Hub_kaxFzln7ssE	What is Schizophrenia?	https://www.youtube.com/watch?v=kaxFzln7ssE	Cartoon	Animations			Infographics	Graphics	Cartoon	Animations	2025-07-28T17:01:08.498114	jeanne
Vox_n54-eEvoMpg	Why 23 million Americans don't have fast internet	https://www.youtube.com/watch?v=n54-eEvoMpg	Animated Graphics	Graphics			Documentary Style	Documentaries	Animated Graphics	Graphics	2025-07-28T17:02:04.237521	jeanne
Aunty_Donna_X1U9XgCwfMc	The South African Sams Extra Takes - Aunty Donna's Big Ol' House of Fun	https://www.youtube.com/watch?v=X1U9XgCwfMc	Talkshows	Interviews	Skit	Skit	Skit	Skit	Talkshows	Interviews	2025-07-28T17:02:54.418725	jeanne
Facts_ndIHoyzRpjc	Irish People Try Pop Rocks	https://www.youtube.com/watch?v=ndIHoyzRpjc	Talking Head - Center	Talking Head	Interviews	Interviews	Talking Head - Center	Talking Head	Talkshows	Interviews	2025-07-28T17:03:52.060431	jeanne
Steve_Kaufmann_3TWI8xl455E	Studying English? Don't Study Modal Verbs	https://www.youtube.com/watch?v=3TWI8xl455E	Talking Head - Center	Talking Head			Talking Head - Center	Talking Head	Animated Graphics	Graphics	2025-07-28T17:04:10.480349	jeanne
Vox_aqNHc6ZH7P4	How Trump turned Sean Hannity into a conspiracy theorist	https://www.youtube.com/watch?v=aqNHc6ZH7P4	Talking Head - Center	Talking Head			Documentary Style	Documentaries	Talking Head - Center	Talking Head	2025-07-29T03:39:38.040713	jeanne
Conan_OBrien_r8JDiKMNrQU	Late Night Scandals (Feat. Ellie Kemper) | Late Night with Conan O’Brien	https://www.youtube.com/watch?v=r8JDiKMNrQU	Talkshows	Interviews	Interviews	Interviews	Skit	Skit	Talking Head - Center	Talking Head	2025-07-29T03:42:02.034609	jeanne
Seth_Meyers_QAQxDbZToKI	Penn Badgley Got Nauseous from You's Gory Set	https://www.youtube.com/watch?v=QAQxDbZToKI	Talkshows	Interviews	Interviews	Interviews	Talking Head - Center	Talking Head	Stage Talks	Stage Talks	2025-07-29T03:42:58.801635	jeanne
BuzzFeed_Celeb_zJd8Gtw5SpY	BTOB Finds Out Which Members They Really Are	https://www.youtube.com/watch?v=zJd8Gtw5SpY	Talking Head - Center	Talking Head	Interviews	Interviews	Talking Head - Center	Talking Head	Talkshows	Interviews	2025-07-29T03:43:58.627729	jeanne
BRAINY_DOSE_a11uewErjbU	How To Know if a Guy Likes You - 10 Signs He's Interested	https://www.youtube.com/watch?v=a11uewErjbU	Screencasts	Screencasts			Talkshows	Interviews	Animated Graphics	Graphics	2025-07-29T03:45:05.365603	jeanne
Real_Time_Bill_Maher_Jp6977O-wpQ	Overtime: Heather McGhee, Sarah Haider, Andrew Sullivan, Timothy Naftali | Real Time (HBO)	https://www.youtube.com/watch?v=Jp6977O-wpQ	Talkshows	Interviews	Talking Head - Center	Talking Head	Panel - In Person	Panel	Talking Head - Center	Talking Head	2025-07-29T03:45:41.278413	jeanne
Khan_Academy_iDBJK0y8vb0	Delacroix, The Death of Sardanapalus	https://www.youtube.com/watch?v=iDBJK0y8vb0	Screencasts	Screencasts			Documentary Style	Documentaries	Talking Head - Corner	Talking Head	2025-07-29T03:46:16.377173	jeanne
Extra_History_9KrBm1qpCnE	Warlocks and Warriors - Russian Myth - Extra Mythology	https://www.youtube.com/watch?v=9KrBm1qpCnE	Comic Panel Style	Animations			Cartoon	Animations	Infographics	Graphics	2025-07-29T04:05:46.071857	jeanne
RottenTomatoes_v3mEThrA_W8	Wonka Trailer #1 (2023)	https://www.youtube.com/watch?v=v3mEThrA_W8	Talking Head - Center	Talking Head			Documentary Style	Documentaries	Animated Graphics	Graphics	2025-07-29T04:06:35.026390	jeanne
NYT_Podcasts_TPImV58IN9I	The Campaign for the Midwest, and Antiracism Demonstrations in the U.K.	https://www.youtube.com/watch?v=TPImV58IN9I	Static Screen	Others			Static Screen	Others	Unedited Footage	Others	2025-07-29T04:07:18.495104	jeanne
Facts_Yjh08PzW_Zc	Women Try On Historic Undergarments	https://www.youtube.com/watch?v=Yjh08PzW_Zc	Interviews	Interviews	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Documentary Style	Documentaries	2025-07-29T04:09:00.154196	jeanne
Berklee_POrXMpK5vd8	Dream Theater | How to Play “Erotomania” Guitar Solo | John Petrucci | Metal Guitar | Shaun Michaud	https://www.youtube.com/watch?v=POrXMpK5vd8	Experiments	Demonstrations	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Experiments	Demonstrations	2025-07-29T04:10:18.117933	jeanne
RottenTomatoes_gcPY3RIvtCw	The Best Little Whorehouse in Texas (1982) - Hard Candy Christmas Scene (9/10) | Movieclips	https://www.youtube.com/watch?v=gcPY3RIvtCw	Unedited Footage	Others			Talkshows	Interviews	Talking Head - Center	Talking Head	2025-07-29T04:10:41.283872	jeanne
FGTeeV_eE_fOdmBrWw	There's a GOOZY game AMONG US!  (FGTeeV NEW Mobile Game + A.U. Deleted Scenes)	https://www.youtube.com/watch?v=eE_fOdmBrWw	Talking Head - Corner	Talking Head			Games	Gaming	Animated Graphics	Graphics	2025-07-29T04:11:31.911126	jeanne
TED_1Bj-zXkVi68	Yo! Have You Ever Seen a Yo-Yo Dance Like This? | Shu Takada | TED	https://www.youtube.com/watch?v=1Bj-zXkVi68	Stage Talks	Stage Talks	Dance	Others	Stage Talks	Stage Talks	Dance	Others	2025-07-29T04:13:29.285724	jeanne
Conan_OBrien_XPeT48C9Zco	Conan & Sona Talk About Their Siblings | Conan O'Brien Needs A Friend	https://www.youtube.com/watch?v=XPeT48C9Zco	Podcast	Interviews			Podcast	Interviews	Talking Head - Center	Talking Head	2025-07-29T04:14:25.271001	jeanne
AsapSCIENCE_e8kHyee1z7w	Are You More Forgetful Than A Fish?	https://www.youtube.com/watch?v=e8kHyee1z7w	Whieboard	Writing Board			Writing Hand	Writing Hand	Whieboard	Writing Board	2025-07-29T04:15:36.050566	jeanne
RottenTomatoes_AhZw2QXKT1A	Goosebumps 2: Haunted Halloween (2018) - The Monsters Come Alive Scene (6/10) | Movieclips	https://www.youtube.com/watch?v=AhZw2QXKT1A	Unedited Footage	Others			Animated Graphics	Graphics	Skit	Skit	2025-07-29T04:15:55.138072	jeanne
RottenTomatoes_3b3QfYo5Sm8	Halloween (2018) UNCUT Comic-Con Interview | Rotten Tomatoes	https://www.youtube.com/watch?v=3b3QfYo5Sm8	Talking Head - Center	Talking Head			Talking Head - Center	Talking Head	Interviews	Interviews	2025-07-29T04:16:20.750180	jeanne
eHowEducation_eKz7Ysb-3BQ	Mean, Mode, Range & Average	https://www.youtube.com/watch?v=eKz7Ysb-3BQ	Glassboard	Writing Board			Talking Head - Center	Talking Head	Chalkboard	Writing Board	2025-07-29T04:16:37.425810	jeanne
Math_and_Science_y1FMCDTAQok	Lesson 3 - Sinusoidal Sources, Part 2 (AC Circuit Analysis)	https://www.youtube.com/watch?v=y1FMCDTAQok	Whieboard	Writing Board			Whieboard	Writing Board	Talking Head - Center	Talking Head	2025-07-29T04:17:22.798549	jeanne
Study_Hall_fW10r2TxqOc	What are we doing about climate change? | Sustainability 10 of 31 | Study Hall	https://www.youtube.com/watch?v=fW10r2TxqOc	Animated Graphics	Graphics	Talking Head - Center	Talking Head	Talking Head - Center	Talking Head	Documentary Style	Documentaries	2025-07-29T04:17:58.319600	jeanne
Conan_OBrien_WnRlH2fl9jU	Penn & Teller Teach Conan Sleight Of Hand | Late Night with Conan O’Brien	https://www.youtube.com/watch?v=WnRlH2fl9jU	Talkshows	Interviews			Stage Talks	Stage Talks	Talkshows	Interviews	2025-07-29T04:18:47.380740	jeanne
Netflix_gknt09SYXm0	Making Midnight Mass | Netflix	https://www.youtube.com/watch?v=gknt09SYXm0	Talking Head - Center	Talking Head	Documentary Style	Documentaries	Documentary Style	Documentaries	Talking Head - Center	Talking Head	2025-07-29T04:19:42.530332	jeanne
CSPAN_VjKG2zwc5zs	"AFT President on arming school teachers: ""It's a terrible idea."" (C-SPAN)"	https://www.youtube.com/watch?v=VjKG2zwc5zs	Interviews	Interviews			Panel - In Person	Panel	Talking Head - Center	Talking Head	2025-07-29T04:20:13.843468	jeanne
Jimmy_Fallon_MTH8iuOYviw	Virtual Reality Pictionary with Kate McKinnon and Patton Oswalt	https://www.youtube.com/watch?v=MTH8iuOYviw	Talkshows	Interviews			Animated Graphics	Graphics	Stage Talks	Stage Talks	2025-07-29T04:20:43.118959	jeanne
eHowEducation_6FJW7FINRAA	What Are Five Branches of Chemistry? : Chemistry Lessons	https://www.youtube.com/watch?v=6FJW7FINRAA	Glassboard	Writing Board			Talking Head - Center	Talking Head	Writing Hand	Writing Hand	2025-07-29T04:21:27.738121	jeanne
PBS_Origins_Zll40_3i0TI	How Columbus Invented Cannibals	https://www.youtube.com/watch?v=Zll40_3i0TI	Talking Head - Center	Talking Head	Slidedecks	Slidedecks	Talking Head - Center	Talking Head	Infographics	Graphics	2025-07-29T04:22:20.858161	jeanne
REDEFINED_TV_fwYVI_2Odh4	I Don't Want To Start Over	https://www.youtube.com/watch?v=fwYVI_2Odh4	Talking Head - Center	Talking Head			Talking Head - Center	Talking Head	Talkshows	Interviews	2025-07-29T04:23:09.322849	jeanne
60_Minutes_tn3OdH4LqIY	The game that changed Charles Barkley's life | 60 Minutes	https://www.youtube.com/watch?v=tn3OdH4LqIY	Documentary Style	Documentaries	Talking Head - Center	Talking Head	Documentary Style	Documentaries	Talking Head - Center	Talking Head	2025-07-29T04:23:59.419038	jeanne
Khan_Academy_4ZWbeESjv4M	Examples finding the domain of functions	https://www.youtube.com/watch?v=4ZWbeESjv4M	Writing Cursor	Writing Cursor			Writing Cursor	Writing Cursor	Talking Head - Corner	Talking Head	2025-07-29T04:25:00.896791	jeanne
OxfordUnion_1bGqqBSLCdc	Social Media Does NOT Corrupt Human Interactions | Liam Hackett | Part 4 of 6	https://www.youtube.com/watch?v=1bGqqBSLCdc	Talking Head - Center	Talking Head			Stage Talks	Stage Talks	Talking Head - Center	Talking Head	2025-07-29T04:26:16.140432	jeanne
RottenTomatoes_7-r9v5xbHG8	Football: Glory on the Gridiron - Ultimate American Football Movie Mashup	https://www.youtube.com/watch?v=7-r9v5xbHG8	Unedited Footage	Others			Documentary Style	Documentaries	Point of View	Vlog	2025-07-29T04:27:05.181107	jeanne
Khan_Academy_gHTH6PKfpMc	Level 4 division | Multiplication and division | Arithmetic | Khan Academy	https://www.youtube.com/watch?v=gHTH6PKfpMc	Writing Cursor	Writing Cursor			Writing Cursor	Writing Cursor	Animated Graphics	Graphics	2025-07-29T04:27:32.744010	jeanne
RottenTomatoes_ancPibgH6Bw	The Dark Knight Rises (2012) - Broken Bat Scene (3/10) | Movieclips	https://www.youtube.com/watch?v=ancPibgH6Bw	Unedited Footage	Others			Documentary Style	Documentaries	Talking Head - Corner	Talking Head	2025-07-29T04:27:48.983332	jeanne
StatQuest_FKM7hZKYEqw	Your Dark Side	https://www.youtube.com/watch?v=FKM7hZKYEqw	Surveillance Cam	Others			Slidedecks	Slidedecks	Writing Cursor	Writing Cursor	2025-07-29T04:29:05.471212	jeanne
Facts_jL1GsbTqzXQ	Men try Contouring For The First Time	https://www.youtube.com/watch?v=jL1GsbTqzXQ	Talking Head - Center	Talking Head			Talking Head - Center	Talking Head	Talkshows	Interviews	2025-07-29T04:29:31.502232	jeanne
Conan_OBrien_gGonAh0SgaY	Conan Used To Make Up Characters On The Basketball Court | Conan O'Brien Needs A Fan	https://www.youtube.com/watch?v=gGonAh0SgaY	Interviews	Interviews	Talking Head - Center	Talking Head	Podcast	Interviews	Talking Head - Center	Talking Head	2025-07-29T04:30:04.404941	jeanne
Khan_Academy_NiaCGBX9Zig	Perceive | Vocabulary | Khan Academy	https://www.youtube.com/watch?v=NiaCGBX9Zig	Writing Cursor	Writing Cursor			Writing Cursor	Writing Cursor	Infographics	Graphics	2025-07-29T04:30:23.562999	jeanne
WIRED_Y18NYGlIukM	Climb Aboard a Boeing 747 That NASA Turned Into the World's Biggest Flying Telescope | WIRED	https://www.youtube.com/watch?v=Y18NYGlIukM	Documentary Style	Documentaries			Documentary Style	Documentaries	Stage Talks	Stage Talks	2025-07-29T04:31:01.150994	jeanne
Dope_SPvKoV7g80U	AMERICANS TRY INDIAN SNACKS	https://www.youtube.com/watch?v=SPvKoV7g80U	Talking Head - Center	Talking Head			Talkshows	Interviews	Documentary Style	Documentaries	2025-07-29T04:31:31.279760	jeanne
Gordon_Ramsay__GkVrmNBEL4	Three of the Best Gordon Ramsay Hotel Hell Makeovers	https://www.youtube.com/watch?v=_GkVrmNBEL4	Talking Head - Center	Talking Head			Documentary Style	Documentaries	Talking Head - Center	Talking Head	2025-07-29T04:32:15.285342	jeanne
AlphaPhoenix_zaMg15CZXug	Doggie Doorbell	https://www.youtube.com/watch?v=zaMg15CZXug	Surveillance Cam	Others	Talking Head - Center	Talking Head	Experiments	Demonstrations	Talking Head - Center	Talking Head	2025-07-29T04:33:19.435077	jeanne
The_Late_Show_Stephen_Colbert_EJBAT6-sUtU	Thomas Middleditch Is No N00b To Gaming	https://www.youtube.com/watch?v=EJBAT6-sUtU	Talkshows	Interviews			Talking Head - Center	Talking Head	Interviews	Interviews	2025-07-29T04:34:07.679021	jeanne
LEARN_xD36blv9zbQ	LEARN - How to Interpret a Picture - Part 2 - Like a Historian	https://www.youtube.com/watch?v=xD36blv9zbQ	Slidedecks	Slidedecks			Infographics	Graphics	Animated Graphics	Graphics	2025-07-29T04:34:48.008084	jeanne
Learn_Bright_vG6d_ytRdiI	ASL Angles for Kids	https://www.youtube.com/watch?v=vG6d_ytRdiI	Talking Head - Corner	Talking Head			Chalkboard	Writing Board	Talking Head - Center	Talking Head	2025-07-29T04:35:50.962665	jeanne
Allure_GTSON1x3rgk	Victoria Monét Breaks Down Her Iconic Music Video Fashion | Allure	https://www.youtube.com/watch?v=GTSON1x3rgk	Talking Head - Center	Talking Head			Talking Head - Center	Talking Head	Talking Head - Corner	Talking Head	2025-07-29T04:36:24.604055	jeanne
Patrick_Willems_k-MTD_Z5qtQ	A MAJOR ANNOUNCEMENT	https://www.youtube.com/watch?v=k-MTD_Z5qtQ	Talking Head - Center	Talking Head			Talking Head - Center	Talking Head	Talkshows	Interviews	2025-07-29T04:37:48.062222	jeanne
The_School_of_Life_2Xi2ty-uHe0	7 Secrets of Therapy	https://www.youtube.com/watch?v=2Xi2ty-uHe0	Cartoon	Animations			Animated Graphics	Graphics	Infographics	Graphics	2025-07-29T04:39:23.423899	jeanne
RottenTomatoes_ZMb-qj1X1do	Sliver (9/9) Movie CLIP - Get A Life (1993) HD	https://www.youtube.com/watch?v=ZMb-qj1X1do	Unedited Footage	Others			Surveillance Cam	Others	Experiments	Demonstrations	2025-07-29T04:39:47.990459	jeanne
Programming_with_Mosh_QygRnETpBIg	Access Modifiers in TypeScript	https://www.youtube.com/watch?v=QygRnETpBIg	Screencasts	Screencasts			Screencasts	Screencasts	Screencasts	Screencasts	2025-07-29T04:40:20.150832	jeanne
Peekaboo_Kidz_tRJ3quIAuIY	What If You Fell In A Quicksand? | How to Survive QUICKSAND | Dr Binocs Show | Peekaboo Kidz	https://www.youtube.com/watch?v=tRJ3quIAuIY	Cartoon	Animations			Cartoon	Animations	Infographics	Graphics	2025-07-29T04:40:54.159503	jeanne
RottenTomatoes_Rj9fUYRr81A	Spy Kids 3-D: Game Over (9/11) Movie CLIP - The Deceiver (2003) HD	https://www.youtube.com/watch?v=Rj9fUYRr81A	Unedited Footage	Others			Stage Talks	Stage Talks	Animated Graphics	Graphics	2025-07-29T04:41:13.804532	jeanne
Professor_Dave_Explains_OBsBtuh-wAk	Smallpox (Variola Virus)	https://www.youtube.com/watch?v=OBsBtuh-wAk	Slidedecks	Slidedecks			Infographics	Graphics	Animated Graphics	Graphics	2025-07-29T04:41:46.539061	jeanne
