channelName	id	Video	title	url	content1	content_map1	format1	format_map1	content2	content_map2	format2	format_map2	is_embeddable
The_Royal_Institution	_IL-cHlVcKc	The_Royal_Institution__IL-cHlVcKc	Chromosome 1 - The Stuff of Life	https://www.youtube.com/watch?v=_IL-cHlVcKc	edu.stem.biology.genetics	biology	talkinghead.frameregular	presenter-center	edu.stem.biology.molecularbiology	biology	docustyle	documentary	True
RottenTomatoes	joJ9HnCKNZI	RottenTomatoes_joJ9HnCKNZI	Jigsaw (2017) - Buckets and Buzzsaws Scene (1/10) | Movieclips	https://www.youtube.com/watch?v=joJ9HnCKNZI	entertainment.movies.clips	movies	docustyle	documentary	entertainment.reality.competition	competitions	talkinghead.framecorner	presenter-corner	True
RottenTomatoes	_HuG8yke40A	RottenTomatoes__HuG8yke40A	PAW Patrol: The Mighty Movie (2023) - Skye vs. The Giant Meteor Scene | Movieclips	https://www.youtube.com/watch?v=_HuG8yke40A	entertainment.movies.clips	movies	animated.cartoon	animation-cartoon	entertainment.drama.shortfilm	drama	animated.graphics	animation-graphics	True
RottenTomatoes	VlSbGcpGths	RottenTomatoes_VlSbGcpGths	Moonlight Movie CLIP - All Love All Pride (2016) - Janelle Monáe Movie	https://www.youtube.com/watch?v=VlSbGcpGths	vlog.daily	vlog	conversation.casual	talkshows	growth.motivational	selfhelp	talkinghead.frameregular	presenter-center	True
ESPN	5LykEEEWUSU	ESPN_5LykEEEWUSU	NBA Playoff Reaction 🍿 Knicks blow out Celtics to make ECF for first time since 2000 | SportsCenter	https://www.youtube.com/watch?v=5LykEEEWUSU	news.sports	sports-news	animated.info	animation-infographic	entertainment.sports.team	sports	persononstage	presenter-onstage	True
National_Geographic	kfKrPGfwgkI	National_Geographic_kfKrPGfwgkI	Lipstick | Ingredients With George Zaidan (Episode 2)	https://www.youtube.com/watch?v=kfKrPGfwgkI	lifestyle.style.beauty	lifestyle	talkinghead.frameregular	presenter-center	edu.stem.chemistry.analytical	chemistry	animated.info	animation-infographic	True
The_Coding_Train	o1Ob28sF0N8	The_Coding_Train_o1Ob28sF0N8	11.10: Computer Vision: Adding Lifespan to Blobs - Processing Tutorial	https://www.youtube.com/watch?v=o1Ob28sF0N8	skills.digital.coding	tutorial	talkinghead.framecorner	presenter-corner	edu.stem.engineering.computerscience	computersci	screencast	screenrecord	True
RottenTomatoes	7ikLl_nUM2A	RottenTomatoes_7ikLl_nUM2A	The Hunger Games (11/12) Movie CLIP - The Kiss (2012) HD	https://www.youtube.com/watch?v=7ikLl_nUM2A	entertainment.movies.clips	movies	docustyle	documentary	entertainment.reality.competition	competitions	conversation.casual	talkshows	True
National_Geographic	EeI7D2dln98	National_Geographic_EeI7D2dln98	Colombia Death Trap | National Geographic	https://www.youtube.com/watch?v=EeI7D2dln98	vlog.daily	vlog	docustyle	documentary	entertainment.sports.extremes	sports	talkinghead.frameregular	presenter-center	True
White_House	j88qi-sykWo	White_House_j88qi-sykWo	02/11/21: Press Briefing by Press Secretary Jen Psaki	https://www.youtube.com/watch?v=j88qi-sykWo	news.politics	geopolitical-news	talkinghead.frameregular	presenter-center	news.international	geopolitical-news	docustyle	documentary	True
StarTalk	VuT-jGUX6bc	StarTalk_VuT-jGUX6bc	Can A Dark Matter Planet Exist!? 😳	https://www.youtube.com/watch?v=VuT-jGUX6bc	edu.stem.astronomy	astronomy	paneldiscussion.virtual	paneldiscussion-virtual	edu.stem.physics.matter	physics	animated.graphics	animation-graphics	True
Motivation2Study	ZWAxuafihSk	Motivation2Study_ZWAxuafihSk	The toxic study motivation mindset  📚✨✍️ #motivation #mindset #jockowillink	https://www.youtube.com/watch?v=ZWAxuafihSk	growth.motivational	selfhelp	talkinghead.frameregular	presenter-center	wellbeing.fitness	wellbeing	keystrokes	typing	True
Professor_Dave_Explains	du8LEI7WVHk	Professor_Dave_Explains_du8LEI7WVHk	Organometallic Reactions Part 4: Migratory Insertions	https://www.youtube.com/watch?v=du8LEI7WVHk	edu.stem.chemistry.organic	chemistry	writing.stylus	writing-cursor	edu.stem.chemistry.inorganic	chemistry	animated.info	animation-infographic	True
The_School_of_Life	nhd5Aqjkq1w	The_School_of_Life_nhd5Aqjkq1w	12 Questions to Evaluate your Parents	https://www.youtube.com/watch?v=nhd5Aqjkq1w	growth.motivational	selfhelp	animated.info	animation-infographic	edu.medicine.pediatrics	medicine	crafts.cutouts	animation-cutouts	True
MIT_OpenCourseWare	br3mu-IK9N8	MIT_OpenCourseWare_br3mu-IK9N8	3.2.6 CMOS Timing	https://www.youtube.com/watch?v=br3mu-IK9N8	edu.stem.engineering.electronics	engineering	slides	powerpoint-slides	edu.stem.engineering.electrical	engineering	classroom	classroom	True
Stanford	4bxvtpxa0Co	Stanford_4bxvtpxa0Co	Sensemaking III: Searching-For and Organizing Information	https://www.youtube.com/watch?v=4bxvtpxa0Co	edu.stem.engineering.computerscience	computersci	classroom	classroom	edu.stem.engineering.datascience	datasci	animation.powerpoint	animation-powerpoint	True
Seth_Meyers	34JTjx5BwYA	Seth_Meyers_34JTjx5BwYA	Paula Pell and James Anderson's Human Tricks and SNL Memories - Late Night with Seth Meyers	https://www.youtube.com/watch?v=34JTjx5BwYA	entertainment.variety.talkshow	talkshows	talkinghead.frameregular	presenter-center	entertainment.variety.latenight	talkshows	conversation.casual	talkshows	True
RottenTomatoes	dLVgEWrfdSg	RottenTomatoes_dLVgEWrfdSg	The Visit (10/10) Movie CLIP - T-Diamond's Rap (2015) HD	https://www.youtube.com/watch?v=dLVgEWrfdSg	entertainment.movies.clips	movies	talkinghead.frameregular	presenter-center	entertainment.music	music	vlog	vlog	True
Netflix_Is_A_Joke	6uQM0zKnJWM	Netflix_Is_A_Joke_6uQM0zKnJWM	Tom Segura's Craziest Stand-Up Stories	https://www.youtube.com/watch?v=6uQM0zKnJWM	entertainment.comedy.standup	comedy	persononstage	presenter-onstage	entertainment.variety.talkshow	talkshows	talkinghead.frameregular	presenter-center	True
RottenTomatoes	etyH2OUxVuQ	RottenTomatoes_etyH2OUxVuQ	Reno 911!: Miami (7/10) Movie CLIP - Terry's Lewd Behavior (2007) HD	https://www.youtube.com/watch?v=etyH2OUxVuQ	entertainment.movies.clips	movies	skit	skit	entertainment.comedy.sketch	comedy	conversation.casual	talkshows	True
Veritasium	WMXhk_SATTc	Veritasium_WMXhk_SATTc	What Could Survive An Atomic Bomb?	https://www.youtube.com/watch?v=WMXhk_SATTc	edu.stem.physics.nuclearphysics	physics	animated.info	animation-infographic	edu.stem.biology.ecology	biology	talkinghead.frameregular	presenter-center	True
RottenTomatoes	CrUigeHdiQU	RottenTomatoes_CrUigeHdiQU	The Most Shocking Moment In Severance | Binge Battle | Rotten Tomatoes TV	https://www.youtube.com/watch?v=CrUigeHdiQU	entertainment.variety.talkshow	talkshows	paneldiscussion.virtual	paneldiscussion-virtual	entertainment.movies.review	movies	talkinghead.framecorner	presenter-corner	True
Conan_OBrien	uK5gIybD5pk	Conan_OBrien_uK5gIybD5pk	Molly Shannon Snuck Onto A Plane To NYC As A Child | Late Night with Conan O’Brien	https://www.youtube.com/watch?v=uK5gIybD5pk	entertainment.variety.talkshow	talkshows	talkinghead.frameregular	presenter-center	entertainment.variety.latenight	talkshows	conversation.casual	talkshows	True
Learn_Bright	rJ5eOfX7XbY	Learn_Bright_rJ5eOfX7XbY	ASL Light for Kids	https://www.youtube.com/watch?v=rJ5eOfX7XbY	edu.stem.physics.optics	physics	talkinghead.framecorner	presenter-corner	edu.stem.physics.electromagnetism	physics	animated.info	animation-infographic	True
Seth_Meyers	3Zdcxa0rbOo	Seth_Meyers_3Zdcxa0rbOo	Nick Offerman Explains How Ron Swanson Would Handle Coronavirus	https://www.youtube.com/watch?v=3Zdcxa0rbOo	entertainment.variety.talkshow	talkshows	talkinghead.frameregular	presenter-center	entertainment.variety.celebritycontent	celebritycontent	conversation.casual	talkshows	True
Andy_Cooks	Ddwb9335Qdk	Andy_Cooks_Ddwb9335Qdk	Korean Fried Chicken - One of my Top 3 favourite fried chicken recipes	https://www.youtube.com/watch?v=Ddwb9335Qdk	skills.culinary.cooking	culinary	practicaldemonstration.cooking	cooking	lifestyle.food	lifestyle	talkinghead.frameregular	presenter-center	True
Courtney_Ryan	yGau3YZIgrk	Courtney_Ryan_yGau3YZIgrk	“Independent Alpha Female” Problems, Green Flags Women Look For In Men & More...	https://www.youtube.com/watch?v=yGau3YZIgrk	entertainment.reality.dating	dating	talkinghead.frameregular	presenter-center	vlog.daily	vlog	talkinghead.framecorner	presenter-corner	True
Heimlers_History_Teachers	n7FUGfZDzuY	Heimlers_History_Teachers_n7FUGfZDzuY	Grade DBQs Faster With THIS Tool	https://www.youtube.com/watch?v=n7FUGfZDzuY	edu.education.pedagogy.teachingprinciples	teaching	talkinghead.frameregular	presenter-center	edu.education.pedagogy.teachingtools	teaching	screencast	screenrecord	True
National_Geographic	Ja110qpd0wU	National_Geographic_Ja110qpd0wU	Petra's Hidden Origins | Lost Cities with Albert Lin (Full Episode)	https://www.youtube.com/watch?v=Ja110qpd0wU	edu.social.history	history	docustyle	documentary	edu.social.archaeology	history	talkinghead.frameregular	presenter-center	True
RottenTomatoes	VUv6vjIidho	RottenTomatoes_VUv6vjIidho	The Best Exotic Marigold Hotel (1/3) Movie CLIP - The Lover From My Youth (2011) HD	https://www.youtube.com/watch?v=VUv6vjIidho	entertainment.movies.clips	movies	conversation.casual	talkshows	entertainment.drama.shortfilm	drama	docustyle	documentary	True
The_Innomind	7WinDxHOdbc	The_Innomind_7WinDxHOdbc	5 Python List, Tuple, Dictionary, Sets and Strings	https://www.youtube.com/watch?v=7WinDxHOdbc	skills.digital.coding	tutorial	talkinghead.framecorner	presenter-corner	edu.stem.engineering.computerscience	computersci	keystrokes	typing	True
OxfordUnion	IiDxw0nFZQM	OxfordUnion_IiDxw0nFZQM	Bonnie Greer | Don't Dream The American Dream	https://www.youtube.com/watch?v=IiDxw0nFZQM	growth.motivational	selfhelp	persononstage	presenter-onstage	edu.social.history	history	docustyle	documentary	True
Allure	RpRm_q0_qLE	Allure_RpRm_q0_qLE	100 Years of Bedtime Routines | Allure	https://www.youtube.com/watch?v=RpRm_q0_qLE	edu.arts.architecture	arts	docustyle	documentary	edu.arts.languages	arts	practicaldemonstration.science	experiments-science	True
RottenTomatoes	8MO_dtnpiHc	RottenTomatoes_8MO_dtnpiHc	Venom's Best Scenes	https://www.youtube.com/watch?v=8MO_dtnpiHc	entertainment.movies.clips	movies	docustyle	documentary	news.entertainment	entertainment-news	rawfootage	unedited	True
Interactive_English	J3Ac4LZUSq0	Interactive_English_J3Ac4LZUSq0	ENGLISH WORDS THAT ARE ACTUALLY ITALIAN 🇮🇹 #interactiveenglish #shorts	https://www.youtube.com/watch?v=J3Ac4LZUSq0	language.internationallanguage	languages	talkinghead.frameregular	presenter-center	edu.arts.languages	arts	animated.graphics	animation-graphics	True
DanTDM	DsuXWxpzI2g	DanTDM_DsuXWxpzI2g	Minecraft | FEMALE CREEPERS MOD! (Creeper Girlfriends, Pink Creepers & More!) | Mod Showcase	https://www.youtube.com/watch?v=DsuXWxpzI2g	gaming.gameplay	gaming	gaming	gaming	gaming.review	gaming	talkinghead.framecorner	presenter-corner	True
Chris_Williamson	vpMNeCiKxSY	Chris_Williamson_vpMNeCiKxSY	The Art Of Mastering Your Emotions - Joe Hudson	https://www.youtube.com/watch?v=vpMNeCiKxSY	wellbeing.mentalhealth	wellbeing	talkinghead.frameregular	presenter-center	growth.motivational	selfhelp	conversation.podcast	podcast	True
StarTalk	urFIHf5coxE	StarTalk_urFIHf5coxE	Discussing the Frontier of Particle Physics with Brian Cox	https://www.youtube.com/watch?v=urFIHf5coxE	edu.stem.physics.particle	physics	talkinghead.frameregular	presenter-center	edu.stem.astronomy	astronomy	conversation.casual	talkshows	True
Cleo_Abram	YXd4z3gWyVE	Cleo_Abram_YXd4z3gWyVE	Robots made of spiders (yes, really)	https://www.youtube.com/watch?v=YXd4z3gWyVE	edu.stem.engineering.robotics	engineering	practicaldemonstration.science	experiments-science	edu.stem.engineering.biomedical	engineering	animated.info	animation-infographic	True
CNN_US_News	dpqBZppB2aQ	CNN_US_News_dpqBZppB2aQ	Newsom mocks GOP inquiry into Biden	https://www.youtube.com/watch?v=dpqBZppB2aQ	news.politics	geopolitical-news	talkinghead.frameregular	presenter-center	edu.social.politics	politics	conversation.formal	formal-interview	True
Jimmy_Fallon	OULrKhAjXCM	Jimmy_Fallon_OULrKhAjXCM	Secret Ingredient with Jennifer Garner and Jim Jefferies	https://www.youtube.com/watch?v=OULrKhAjXCM	entertainment.variety.talkshow	talkshows	practicaldemonstration.cooking	cooking	lifestyle.food	lifestyle	conversation.casual	talkshows	True
Motivation2Study	QKZ3vbkfOJo	Motivation2Study_QKZ3vbkfOJo	DOPAMINE DETOX - Trick Your Brain To Take Back Control of Your Life	https://www.youtube.com/watch?v=QKZ3vbkfOJo	wellbeing.mentalhealth	wellbeing	docustyle	documentary	edu.stem.neuroscience	neurosci	animated.graphics	animation-graphics	True
Nerdwriter1	Zr7Uys7FfmY	Nerdwriter1_Zr7Uys7FfmY	Vlog #34 - Explanations	https://www.youtube.com/watch?v=Zr7Uys7FfmY	vlog.daily	vlog	talkinghead.frameregular	presenter-center	entertainment.variety.talkshow	talkshows	docustyle	documentary	True
White_House	PulryR1ZZW4	White_House_PulryR1ZZW4	02/10/21: Press Briefing by Press Secretary Jen Psaki	https://www.youtube.com/watch?v=PulryR1ZZW4	news.politics	geopolitical-news	talkinghead.frameregular	presenter-center	news.domestic	domestic-news	persononstage	presenter-onstage	True
YaleCourses	F2wrDRNRfHk	YaleCourses_F2wrDRNRfHk	30. Climate Sensitivity and Human Population	https://www.youtube.com/watch?v=F2wrDRNRfHk	edu.stem.environment	environment	classroom	classroom	edu.stem.biology.ecology	biology	slides	powerpoint-slides	True
Law_Crime_Network	-1IItroOfHw	Law_Crime_Network_-1IItroOfHw	LCD: 'That 70's Show' Actor Danny Masterson Charged with Rape, Skips Appearance, Attys Argue For Him	https://www.youtube.com/watch?v=-1IItroOfHw	news.domestic	domestic-news	talkinghead.frameregular	presenter-center	edu.social.law	law	docustyle	documentary	True
DanTDM	AAV47DLyKOs	DanTDM_AAV47DLyKOs	Minecraft | HELL MOBS! (Doom, Behemoths & More!) | Mod Showcase [1.6.2]	https://www.youtube.com/watch?v=AAV47DLyKOs	gaming.gameplay	gaming	screencast	screenrecord	gaming.review	gaming	gaming	gaming	True
RottenTomatoes	J7M8LuEC99k	RottenTomatoes_J7M8LuEC99k	The Living Daylights (3/10) Movie CLIP - What Kind of Girl Do You Think I Am! (1987) HD	https://www.youtube.com/watch?v=J7M8LuEC99k	entertainment.movies.clips	movies	docustyle	documentary	edu.arts.architecture	arts	practicaldemonstration.engineering	experiments-engineering	True
MIT_OpenCourseWare	Hz1S82W8F04	MIT_OpenCourseWare_Hz1S82W8F04	Ses 1 | MIT Abdul Latif Jameel Poverty Action Lab Executive Training	https://www.youtube.com/watch?v=Hz1S82W8F04	edu.education.pedagogy.teachingprinciples	teaching	persononstage	presenter-onstage	edu.stem.math.statistics	datasci	slides	powerpoint-slides	True
French_Cooking_Academy	u34GpPRkmPk	French_Cooking_Academy_u34GpPRkmPk	Lemon Sole with Butter veloute ( how to make butter sauce)	https://www.youtube.com/watch?v=u34GpPRkmPk	skills.culinary.cooking	culinary	practicaldemonstration.cooking	cooking	lifestyle.food	lifestyle	pov.realworld	firstperson-pov	True
RottenTomatoes	0vI1R3VEREQ	RottenTomatoes_0vI1R3VEREQ	Life, Animated (2016) - Meeting Gilbert Gottfried Scene (5/10) | Movieclips	https://www.youtube.com/watch?v=0vI1R3VEREQ	entertainment.movies.clips	movies	docustyle	documentary	entertainment.variety.celebritycontent	celebritycontent	conversation.casual	talkshows	True
Allure	99XO9kJ051w	Allure_99XO9kJ051w	"Putting the ""Man"" in ""Manicure"""	https://www.youtube.com/watch?v=99XO9kJ051w	lifestyle.style.beauty	lifestyle	talkinghead.frameregular	presenter-center	lifestyle.style.fashion	lifestyle	talkinghead.framecorner	presenter-corner	True
Comedy_Dynamics	oYn1d2Cs5hs	Comedy_Dynamics_oYn1d2Cs5hs	30 Minutes of Tom Arnold: Past & Present Imperfectly	https://www.youtube.com/watch?v=oYn1d2Cs5hs	entertainment.comedy.standup	comedy	persononstage	presenter-onstage	entertainment.variety.talkshow	talkshows	talkinghead.frameregular	presenter-center	True
Key_Peele	j8G2BBwPq-I	Key_Peele_j8G2BBwPq-I	The last person you want to run into post-apocalypse. | #shorts #keyandpeele	https://www.youtube.com/watch?v=j8G2BBwPq-I	vlog.daily	vlog	skit	skit	growth.motivational	selfhelp	dance	dance	True
RottenTomatoes	SMQ6aga9mI0	RottenTomatoes_SMQ6aga9mI0	A Perfect Murder - Strangers on a Train (2/10) Movie CLIP (1951) HD	https://www.youtube.com/watch?v=SMQ6aga9mI0	entertainment.movies.clips	movies	conversation.casual	talkshows	edu.humanities.ethics	humanities	talkinghead.frameregular	presenter-center	True
MIT_OpenCourseWare	yDr8Df35C64	MIT_OpenCourseWare_yDr8Df35C64	12. Trabecular Bone, Osteoporosis, and Evolution	https://www.youtube.com/watch?v=yDr8Df35C64	edu.medicine.orthopedics	medicine	classroom	classroom	edu.stem.biology.evolutionarybiology	biology	talkinghead.frameregular	presenter-center	True
Numberphile	un-pTKfC1dQ	Numberphile_un-pTKfC1dQ	An unexpected way to inflate a balloon - Numberphile	https://www.youtube.com/watch?v=un-pTKfC1dQ	edu.stem.physics.mechanics	physics	animated.graphics	animation-graphics	edu.stem.math.geometry	math	writing.hand	writing-hand	True
StarTalk	OjpEvEKzkqs	StarTalk_OjpEvEKzkqs	What Is Isaac's Storm?	https://www.youtube.com/watch?v=OjpEvEKzkqs	edu.stem.engineering.environmental	engineering	paneldiscussion.virtual	paneldiscussion-virtual	edu.stem.environment	environment	talkinghead.frameregular	presenter-center	True
RottenTomatoes	K9PFmssZdBo	RottenTomatoes_K9PFmssZdBo	Ranking The Best Spider-Man Franchise Movies | Countdown	https://www.youtube.com/watch?v=K9PFmssZdBo	entertainment.movies.review	movies	animated.info	animation-infographic	entertainment.movies.clips	movies	animated.graphics	animation-graphics	True
Khan_Academy	Jeh5vudjmLI	Khan_Academy_Jeh5vudjmLI	Coordinate plane: graphing points and naming quadrants | Negative numbers | 6th grade | Khan Academy	https://www.youtube.com/watch?v=Jeh5vudjmLI	edu.stem.math.geometry	math	writing.stylus	writing-cursor	edu.stem.math.algebra	algebra	talkinghead.framecorner	presenter-corner	True
The_B1M	kYpiK3W-g_0	The_B1M_kYpiK3W-g_0	Finland Might Have Solved Nuclear Power’s Biggest Problem	https://www.youtube.com/watch?v=kYpiK3W-g_0	edu.stem.engineering.energy	engineering	docustyle	documentary	edu.stem.engineering.nuclear	engineering	animated.info	animation-infographic	True
AsapSCIENCE	ambl830SVcY	AsapSCIENCE_ambl830SVcY	Can you find your blind spot?	https://www.youtube.com/watch?v=ambl830SVcY	edu.medicine.physiology	medicine	talkinghead.frameregular	presenter-center	edu.stem.neuroscience	neurosci	writing.stylus	writing-cursor	True
Stanford	T5SqUF5HSIc	Stanford_T5SqUF5HSIc	Lecture 15 | African-American Freedom Struggle (Stanford)	https://www.youtube.com/watch?v=T5SqUF5HSIc	news.politics	geopolitical-news	talkinghead.frameregular	presenter-center	edu.social.history	history	classroom	classroom	True
RottenTomatoes	t_NZNgm66xI	RottenTomatoes_t_NZNgm66xI	Sense and Sensibility (8/8) Movie CLIP - Happy Tears (1995) HD	https://www.youtube.com/watch?v=t_NZNgm66xI	entertainment.movies.clips	movies	conversation.casual	talkshows	edu.arts.literature	arts	talkinghead.frameregular	presenter-center	True
RottenTomatoes	fU9nP5V2vw4	RottenTomatoes_fU9nP5V2vw4	Like Water for Chocolate (2/12) Movie CLIP - Pedro Asks For Tita's Hand (1992) HD	https://www.youtube.com/watch?v=fU9nP5V2vw4	entertainment.movies.clips	movies	docustyle	documentary	edu.arts.architecture	arts	practicaldemonstration.cooking	cooking	True
Deep_Dive_Ali_Abdaal	w7txAOpm4Io	Deep_Dive_Ali_Abdaal_w7txAOpm4Io	How To Be More Likeable At Work	https://www.youtube.com/watch?v=w7txAOpm4Io	growth.careerdevelopment	selfhelp	conversation.podcast	podcast	edu.business.management	business	talkinghead.frameregular	presenter-center	True
Insane_Curiosity	lZjDTfL7_hA	Insane_Curiosity_lZjDTfL7_hA	What Did The Moon Look Like At The Time Of The Dinosaurs? #shorts	https://www.youtube.com/watch?v=lZjDTfL7_hA	edu.stem.astronomy	astronomy	animated.info	animation-infographic	edu.stem.physics.relativity	physics	animated.graphics	animation-graphics	True
Allure	0ZFcRhoiUWk	Allure_0ZFcRhoiUWk	Candice Huffine Balances Strong and Sexy | Power of Beauty | Allure	https://www.youtube.com/watch?v=0ZFcRhoiUWk	growth.motivational	selfhelp	talkinghead.frameregular	presenter-center	wellbeing.fitness	wellbeing	docustyle	documentary	True
Khan_Academy	o9HzkYErzd8	Khan_Academy_o9HzkYErzd8	Brown v. Board of Education of Topeka | National Constitution Center | Khan Academy	https://www.youtube.com/watch?v=o9HzkYErzd8	edu.social.history	history	writing.stylus	writing-cursor	edu.social.politics	politics	animated.graphics	animation-graphics	True
YaleCourses	rMVu-rD72FE	YaleCourses_rMVu-rD72FE	07 SecretSauce	https://www.youtube.com/watch?v=rMVu-rD72FE	edu.stem.math.statistics	datasci	persononstage	presenter-onstage	edu.stem.math.probability	datasci	slides	powerpoint-slides	True
Khan_Academy	IKrRuDWEP68	Khan_Academy_IKrRuDWEP68	Subordinating conjunctions | The parts of speech | Grammar | Khan Academy	https://www.youtube.com/watch?v=IKrRuDWEP68	language.teachinglanguage	teaching	writing.stylus	writing-cursor	edu.education.pedagogy.teachingprinciples	teaching	animated.info	animation-infographic	True
The_Royal_Institution	z4645B03AC4	The_Royal_Institution_z4645B03AC4	At home science - How to make fizzy bottle rockets - ExpeRimental #16	https://www.youtube.com/watch?v=z4645B03AC4	edu.stem.physics.mechanics	physics	practicaldemonstration.science	experiments-science	edu.stem.chemistry.organic	chemistry	talkinghead.frameregular	presenter-center	True
Math_and_Science	_HRUfi4PRk4	Math_and_Science__HRUfi4PRk4	Finding the Greatest Common Factor	https://www.youtube.com/watch?v=_HRUfi4PRk4	edu.stem.math.algebra	algebra	board.whiteboard	whiteboard	edu.stem.math.arithmetic	math	talkinghead.frameregular	presenter-center	True
Khan_Academy	8G0RkfeKfBg	Khan_Academy_8G0RkfeKfBg	Decarboxylation | Carboxylic acids and derivatives | Organic chemistry | Khan Academy	https://www.youtube.com/watch?v=8G0RkfeKfBg	edu.stem.chemistry.organic	chemistry	writing.stylus	writing-cursor	edu.stem.chemistry.analytical	chemistry	talkinghead.framecorner	presenter-corner	True
Motivation2Study	CFiCdpnn-jo	Motivation2Study_CFiCdpnn-jo	SACRIFICE = SUCCESS | Best Study Motivation	https://www.youtube.com/watch?v=CFiCdpnn-jo	growth.motivational	selfhelp	docustyle	documentary	growth.careerdevelopment	selfhelp	animated.graphics	animation-graphics	True
MIT_OpenCourseWare	tzoYhe3H5dM	MIT_OpenCourseWare_tzoYhe3H5dM	Lec 31: Stokes' theorem | MIT 18.02 Multivariable Calculus, Fall 2007	https://www.youtube.com/watch?v=tzoYhe3H5dM	edu.stem.math.calculus	math	classroom	classroom	edu.stem.physics.electromagnetism	physics	board.chalkboard	chalkboard	True
Patrick_Willems	RnMe3_L32Lk	Patrick_Willems_RnMe3_L32Lk	Aaron Sorkin's Writing Process Circa 1999	https://www.youtube.com/watch?v=RnMe3_L32Lk	vlog.daily	vlog	vlog	vlog	news.entertainment	entertainment-news	skit	skit	True
RottenTomatoes	6F-zsgYCXwQ	RottenTomatoes_6F-zsgYCXwQ	Texas Chainsaw (10/10) Movie CLIP - He Will Protect You (2013) HD	https://www.youtube.com/watch?v=6F-zsgYCXwQ	entertainment.movies.clips	movies	docustyle	documentary	news.entertainment	entertainment-news	talkinghead.framecorner	presenter-corner	True
Learn_Bright	ycAnNy5cbKo	Learn_Bright_ycAnNy5cbKo	Alligators and Crocodiles for Kids | Learn about these powerful predators	https://www.youtube.com/watch?v=ycAnNy5cbKo	edu.stem.biology.zoology	biology	animated.info	animation-infographic	edu.stem.biology.ecology	biology	animated.cartoon	animation-cartoon	True
Sam_the_Cooking_Guy	iKWHCqkLC5k	Sam_the_Cooking_Guy_iKWHCqkLC5k	MY NEW FAV SIDE DISH (OR IS IT AN APPETIZER) MINI HASSELBACK POTATOES | SAM THE COOKING GUY	https://www.youtube.com/watch?v=iKWHCqkLC5k	lifestyle.food	lifestyle	practicaldemonstration.cooking	cooking	skills.culinary.cooking	culinary	talkinghead.frameregular	presenter-center	True
Numberphile	5kC5k5QBqcc	Numberphile_5kC5k5QBqcc	The Problems with Secret Santa - Numberphile	https://www.youtube.com/watch?v=5kC5k5QBqcc	edu.stem.math.probability	datasci	talkinghead.frameregular	presenter-center	edu.stem.math.combinatorics	math	writing.hand	writing-hand	True
Dont_Tell_Comedy	cbHJT2SLqgY	Dont_Tell_Comedy_cbHJT2SLqgY	Funny Old Bag | Susan Rice | Stand Up Comedy	https://www.youtube.com/watch?v=cbHJT2SLqgY	entertainment.comedy.standup	comedy	persononstage	presenter-onstage	lifestyle.style.beauty	lifestyle	talkinghead.frameregular	presenter-center	True
Dope	VwjQa871o3o	Dope_VwjQa871o3o	Unboxing 10 of The WORST 1 Star Products on Amazon!	https://www.youtube.com/watch?v=VwjQa871o3o	misc.unboxing	product-reviews	talkinghead.frameregular	presenter-center	misc.productreview	product-reviews	conversation.casual	talkshows	True
NYT_Podcasts	0SuAlNkV1Cg	NYT_Podcasts_0SuAlNkV1Cg	How to Reveal the Many Sides of Elon Musk: The Art of the Interview	https://www.youtube.com/watch?v=0SuAlNkV1Cg	entertainment.variety.talkshow	talkshows	placeholderdisplay	static-screen	news.politics	geopolitical-news	conversation.podcast	podcast	True
Deep_Dive_Ali_Abdaal	ge302sHMFTw	Deep_Dive_Ali_Abdaal_ge302sHMFTw	How Dopamine Shapes Your Habits and Productivity - Tj Power	https://www.youtube.com/watch?v=ge302sHMFTw	edu.medicine.psychiatry	medicine	conversation.podcast	podcast	wellbeing.mentalhealth	wellbeing	conversation.formal	formal-interview	True
Motivation2Study	gpP7gjMr7js	Motivation2Study_gpP7gjMr7js	OVERCOMING FEAR - Motivational Video for Fear & Anxiety	https://www.youtube.com/watch?v=gpP7gjMr7js	growth.motivational	selfhelp	docustyle	documentary	wellbeing.mentalhealth	wellbeing	animated.graphics	animation-graphics	True
NYT_Podcasts	dnVohI2jG1Y	NYT_Podcasts_dnVohI2jG1Y	Harris Outspends Trump in Ad Battle, and Israel Bombards Hezbollah	https://www.youtube.com/watch?v=dnVohI2jG1Y	news.politics	geopolitical-news	placeholderdisplay	static-screen	edu.social.politics	politics	rawfootage	unedited	True
MIT_OpenCourseWare	i9OAOk0CUQE	MIT_OpenCourseWare_i9OAOk0CUQE	18. Dynamic Programming, Part 4: Rods, Subset Sum, Pseudopolynomial	https://www.youtube.com/watch?v=i9OAOk0CUQE	edu.stem.engineering.computerscience	computersci	classroom	classroom	skills.digital.coding	tutorial	board.chalkboard	chalkboard	True
Max_Lugavere	uukKpTNI2fs	Max_Lugavere_uukKpTNI2fs	What You Can Eat To HEAL THE BRAIN & Prevent Alzheimer's Disease! | Dominic D’Agostino	https://www.youtube.com/watch?v=uukKpTNI2fs	edu.stem.neuroscience	neurosci	conversation.podcast	podcast	edu.medicine.neurology	medicine	talkinghead.frameregular	presenter-center	True
